ENTREZID;ENSEMBL;SYMBOL;GENENAME
3822;ENSG00000205809;KLRC2;killer cell lectin like receptor C2
3821;ENSG00000134545;KLRC1;killer cell lectin like receptor C1
100506182;NA;NA;NA
10748;NA;KLRA1P;killer cell lectin like receptor A1, pseudogene
55110;ENSG00000111196;MAGOHB;mago homolog B, exon junction complex subunit
55359;ENSG00000060140;STYK1;serine/threonine/tyrosine kinase 1
8531;ENSG00000060138;YBX3;Y-box binding protein 3
100506226;NA;NA;NA
50837;ENSG00000121377;TAS2R7;taste 2 receptor member 7
50837;ENSG00000273326;TAS2R7;taste 2 receptor member 7
50837;ENSG00000274327;TAS2R7;taste 2 receptor member 7
50836;ENSG00000121314;TAS2R8;taste 2 receptor member 8
50836;ENSG00000272712;TAS2R8;taste 2 receptor member 8
50836;ENSG00000277316;TAS2R8;taste 2 receptor member 8
50835;ENSG00000121381;TAS2R9;taste 2 receptor member 9
50835;ENSG00000273086;TAS2R9;taste 2 receptor member 9
50835;ENSG00000273713;TAS2R9;taste 2 receptor member 9
50839;ENSG00000121318;TAS2R10;taste 2 receptor member 10
50839;ENSG00000272805;TAS2R10;taste 2 receptor member 10
50839;ENSG00000277238;TAS2R10;taste 2 receptor member 10
11272;ENSG00000111215;PRR4;proline rich 4
11272;ENSG00000263247;PRR4;proline rich 4
11272;ENSG00000282269;PRR4;proline rich 4
5554;ENSG00000231887;PRH1;proline rich protein HaeIII subfamily 1
5554;ENSG00000111215;PRH1;proline rich protein HaeIII subfamily 1
5554;ENSG00000263247;PRH1;proline rich protein HaeIII subfamily 1
5554;ENSG00000277823;PRH1;proline rich protein HaeIII subfamily 1
5554;ENSG00000282269;PRH1;proline rich protein HaeIII subfamily 1
50838;ENSG00000212128;TAS2R13;taste 2 receptor member 13
50838;ENSG00000273457;TAS2R13;taste 2 receptor member 13
50838;ENSG00000277254;TAS2R13;taste 2 receptor member 13
5555;ENSG00000134551;PRH2;proline rich protein HaeIII subfamily 2
5555;ENSG00000272803;PRH2;proline rich protein HaeIII subfamily 2
5555;ENSG00000275679;PRH2;proline rich protein HaeIII subfamily 2
50840;ENSG00000212127;TAS2R14;taste 2 receptor member 14
50840;ENSG00000261984;TAS2R14;taste 2 receptor member 14
50840;ENSG00000276541;TAS2R14;taste 2 receptor member 14
259296;ENSG00000212126;TAS2R50;taste 2 receptor member 50
259296;ENSG00000273431;TAS2R50;taste 2 receptor member 50
259296;ENSG00000276167;TAS2R50;taste 2 receptor member 50
259295;ENSG00000255837;TAS2R20;taste 2 receptor member 20
259295;ENSG00000273092;TAS2R20;taste 2 receptor member 20
259295;ENSG00000282612;TAS2R20;taste 2 receptor member 20
259294;ENSG00000212124;TAS2R19;taste 2 receptor member 19
259294;ENSG00000263028;TAS2R19;taste 2 receptor member 19
259294;ENSG00000278307;TAS2R19;taste 2 receptor member 19
259290;ENSG00000256436;TAS2R31;taste 2 receptor member 31
259290;ENSG00000263097;TAS2R31;taste 2 receptor member 31
259290;ENSG00000282256;TAS2R31;taste 2 receptor member 31
259292;ENSG00000226761;TAS2R46;taste 2 receptor member 46
259292;ENSG00000262525;TAS2R46;taste 2 receptor member 46
259292;ENSG00000278111;TAS2R46;taste 2 receptor member 46
259289;ENSG00000255374;TAS2R43;taste 2 receptor member 43
259289;ENSG00000262612;TAS2R43;taste 2 receptor member 43
259289;ENSG00000282537;TAS2R43;taste 2 receptor member 43
259293;ENSG00000256188;TAS2R30;taste 2 receptor member 30
259293;ENSG00000262111;TAS2R30;taste 2 receptor member 30
259293;ENSG00000274699;TAS2R30;taste 2 receptor member 30
353164;ENSG00000186136;TAS2R42;taste 2 receptor member 42
353164;ENSG00000273505;TAS2R42;taste 2 receptor member 42
5544;ENSG00000197870;PRB3;proline rich protein BstNI subfamily 3
5544;ENSG00000275624;PRB3;proline rich protein BstNI subfamily 3
5545;ENSG00000230657;PRB4;proline rich protein BstNI subfamily 4
5545;ENSG00000274839;PRB4;proline rich protein BstNI subfamily 4
5542;ENSG00000251655;PRB1;proline rich protein BstNI subfamily 1
5542;ENSG00000282673;PRB1;proline rich protein BstNI subfamily 1
5542;ENSG00000275517;PRB1;proline rich protein BstNI subfamily 1
653247;ENSG00000121335;PRB2;proline rich protein BstNI subfamily 2
338817;ENSG00000247157;LINC01252;long intergenic non-protein coding RNA 1252
2120;ENSG00000139083;ETV6;ETS variant transcription factor 6
79370;ENSG00000121380;BCL2L14;BCL2 like 14
79370;ENSG00000281449;BCL2L14;BCL2 like 14
100506248;NA;PTMAP9;prothymosin alpha pseudogene 9
100422872;ENSG00000283429;MIR1244-3;microRNA 1244-3
4040;ENSG00000070018;LRP6;LDL receptor related protein 6
4040;ENSG00000281324;LRP6;LDL receptor related protein 6
54682;ENSG00000111261;MANSC1;MANSC domain containing 1
54682;ENSG00000281818;MANSC1;MANSC domain containing 1
503693;ENSG00000205791;LOH12CR2;loss of heterozygosity on chromosome 12, region 2
503693;ENSG00000281234;LOH12CR2;loss of heterozygosity on chromosome 12, region 2
118426;ENSG00000165714;BORCS5;BLOC-1 related complex subunit 5
118426;ENSG00000280689;BORCS5;BLOC-1 related complex subunit 5
80824;ENSG00000111266;DUSP16;dual specificity phosphatase 16
80824;ENSG00000280962;DUSP16;dual specificity phosphatase 16
1389;ENSG00000111269;CREBL2;cAMP responsive element binding protein like 2
2842;ENSG00000183150;GPR19;G protein-coupled receptor 19
1027;ENSG00000111276;CDKN1B;cyclin dependent kinase inhibitor 1B
81575;ENSG00000178878;APOLD1;apolipoprotein L domain containing 1
693198;ENSG00000207983;MIR613;microRNA 613
51202;ENSG00000213782;DDX47;DEAD-box helicase 47
387841;ENSG00000234498;RPL13AP20;ribosomal protein L13a pseudogene 20
9052;ENSG00000013588;GPRC5A;G protein-coupled receptor class C group 5 member A
693199;ENSG00000283759;MIR614;microRNA 614
55507;ENSG00000111291;GPRC5D;G protein-coupled receptor class C group 5 member D
50865;ENSG00000013583;HEBP1;heme binding protein 1
100506314;ENSG00000247498;GPRC5D-AS1;GPRC5D and HEBP1 antisense RNA 1
93164;ENSG00000183935;HTR7P1;5-hydroxytryptamine receptor 7 pseudogene 1
57613;ENSG00000084444;FAM234B;family with sequence similarity 234 member B
83445;ENSG00000111305;GSG1;germ cell associated 1
2012;ENSG00000134531;EMP1;epithelial membrane protein 1
283422;ENSG00000180861;LINC01559;long intergenic non-protein coding RNA 1559
2904;ENSG00000273079;GRIN2B;glutamate ionotropic receptor NMDA type subunit 2B
55729;ENSG00000171681;ATF7IP;activating transcription factor 7 interacting protein
79887;ENSG00000121316;PLBD1;phospholipase B domain containing 1
2984;ENSG00000070019;GUCY2C;guanylate cyclase 2C
121504;ENSG00000197837;H4-16;H4 histone 16
55766;ENSG00000246705;H2AJ;H2A.J histone
51729;ENSG00000084463;WBP11;WW domain binding protein 11
144608;ENSG00000182993;C12orf60;chromosome 12 open reading frame 60
440087;ENSG00000179256;SMCO3;single-pass membrane protein with coiled-coil domains 3
420;ENSG00000111339;ART4;ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
4256;ENSG00000111341;MGP;matrix Gla protein
121506;ENSG00000139055;ERP27;endoplasmic reticulum protein 27
397;ENSG00000111348;ARHGDIB;Rho GDP dissociation inhibitor beta
5149;ENSG00000139053;PDE6H;phosphodiesterase 6H
85004;ENSG00000134533;RERG;RAS like estrogen regulated growth inhibitor
5800;ENSG00000151490;PTPRO;protein tyrosine phosphatase receptor type O
2059;ENSG00000151491;EPS8;epidermal growth factor receptor pathway substrate 8
11171;ENSG00000023734;STRAP;serine/threonine kinase receptor associated protein
51071;ENSG00000023697;DERA;deoxyribose-phosphate aldolase
729025;ENSG00000188991;SLC15A5;solute carrier family 15 member 5
4257;ENSG00000008394;MGST1;microsomal glutathione S-transferase 1
55885;ENSG00000048540;LMO3;LIM domain only 3
100506332;NA;NA;NA
79785;ENSG00000111404;RERGL;RERG like
5288;ENSG00000139144;PIK3C2G;phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
89869;ENSG00000139151;PLCZ1;phospholipase C zeta 1
93661;ENSG00000177938;CAPZA3;capping actin protein of muscle Z-line subunit alpha 3
54477;ENSG00000052126;PLEKHA5;pleckstrin homology domain containing A5
121536;ENSG00000139154;AEBP2;AE binding protein 2
100506393;ENSG00000256287;LINC02398;long intergenic non-protein coding RNA 2398
5139;ENSG00000172572;PDE3A;phosphodiesterase 3A
53919;ENSG00000139155;SLCO1C1;solute carrier organic anion transporter family member 1C1
28234;ENSG00000111700;SLCO1B3;solute carrier organic anion transporter family member 1B3
338821;ENSG00000205754;SLCO1B7;solute carrier organic anion transporter family member 1B7 (putative)
338821;ENSG00000257046;SLCO1B7;solute carrier organic anion transporter family member 1B7 (putative)
10599;ENSG00000134538;SLCO1B1;solute carrier organic anion transporter family member 1B1
6579;ENSG00000084453;SLCO1A2;solute carrier organic anion transporter family member 1A2
3375;ENSG00000121351;IAPP;islet amyloid polypeptide
79912;ENSG00000121350;PYROXD1;pyridine nucleotide-disulphide oxidoreductase domain 1
5965;ENSG00000004700;RECQL;RecQ like helicase
51026;ENSG00000111711;GOLT1B;golgi transport 1B
80763;ENSG00000134548;SPX;spexin hormone
2998;ENSG00000111713;GYS2;glycogen synthase 2
3945;ENSG00000111716;LDHB;lactate dehydrogenase B
3764;ENSG00000121361;KCNJ8;potassium inwardly rectifying channel subfamily J member 8
10060;ENSG00000069431;ABCC9;ATP binding cassette subfamily C member 9
55907;ENSG00000111726;CMAS;cytidine monophosphate N-acetylneuraminic acid synthetase
6489;ENSG00000111728;ST8SIA1;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
9847;ENSG00000111731;C2CD5;C2 calcium dependent domain containing 5
55500;ENSG00000139163;ETNK1;ethanolamine kinase 1
6660;ENSG00000134532;SOX5;SRY-box transcription factor 5
100126320;ENSG00000216192;MIR920;microRNA 920
144360;ENSG00000197503;LINC00477;long intergenic non-protein coding RNA 477
586;ENSG00000060982;BCAT1;branched chain amino acid transaminase 1
56286;NA;DAD1P1;defender against cell death 1 pseudogene 1
196415;ENSG00000226397;C12orf77;chromosome 12 putative open reading frame 77
645177;NA;LOC645177;uncharacterized LOC645177
4033;ENSG00000118308;IRAG2;inositol 1,4,5-triphosphate receptor associated 2
55259;ENSG00000118307;CFAP94;cilia and flagella associated protein 94
144363;ENSG00000205707;ETFRF1;electron transfer flavoprotein regulatory factor 1
3845;ENSG00000133703;KRAS;KRAS proto-oncogene, GTPase
160492;ENSG00000152936;LMNTD1;lamin tail domain containing 1
100422897;ENSG00000283603;MIR4302;microRNA 4302
100506451;NA;RASSF8-AS1;RASSF8 antisense RNA 1
11228;ENSG00000123094;RASSF8;Ras association domain family member 8
100506529;NA;NA;NA
79365;ENSG00000123095;BHLHE41;basic helix-loop-helix family member e41
8082;ENSG00000123096;SSPN;sarcospan
3709;ENSG00000123104;ITPR2;inositol 1,4,5-trisphosphate receptor type 2
55726;ENSG00000064102;INTS13;integrator complex subunit 13
26127;ENSG00000111790;FGFR1OP2;FGFR1 oncogene partner 2
51768;ENSG00000064115;TM7SF3;transmembrane 7 superfamily member 3
9412;ENSG00000152944;MED21;mediator complex subunit 21
728858;ENSG00000214700;C12orf71;chromosome 12 open reading frame 71
23012;ENSG00000211455;STK38L;serine/threonine kinase 38 like
56938;ENSG00000029153;ARNTL2;aryl hydrocarbon receptor nuclear translocator like 2
341346;ENSG00000165935;SMCO2;single-pass membrane protein with coiled-coil domains 2
8496;ENSG00000110841;PPFIBP1;PPFIA binding protein 1
387849;ENSG00000174236;REP15;RAB15 effector protein
60488;ENSG00000061794;MRPS35;mitochondrial ribosomal protein S35
100287284;ENSG00000205693;MANSC4;MANSC domain containing 4
57542;ENSG00000087448;KLHL42;kelch like family member 42
5744;ENSG00000087494;PTHLH;parathyroid hormone like hormone
55297;ENSG00000123106;CCDC91;coiled-coil domain containing 91
55711;ENSG00000064763;FAR2;fatty acyl-CoA reductase 2
100506606;ENSG00000257176;LOC100506606;uncharacterized LOC100506606
51290;ENSG00000087502;ERGIC2;ERGIC and golgi 2
341350;ENSG00000187950;OVCH1;ovochymase 1
83857;ENSG00000133687;TMTC1;transmembrane O-mannosyltransferase targeting cadherins 1
10526;ENSG00000133704;IPO8;importin 8
65981;ENSG00000110888;CAPRIN2;caprin family member 2
100287314;NA;LINC00941;long intergenic non-protein coding RNA 941
441631;ENSG00000110900;TSPAN11;tetraspanin 11
100506660;ENSG00000245614;DDX11-AS1;DDX11 antisense RNA 1
1663;ENSG00000013573;DDX11;DEAD/H-box helicase 11
144203;ENSG00000177359;OVOS2;alpha-2-macroglobulin like 1 pseudogene
58516;ENSG00000139146;SINHCAF;SIN3-HDAC complex associated factor
58516;ENSG00000276371;SINHCAF;SIN3-HDAC complex associated factor
79857;ENSG00000177340;FLJ13224;uncharacterized LOC79857
79857;ENSG00000282176;FLJ13224;uncharacterized LOC79857
160518;ENSG00000170456;DENND5B;DENN domain containing 5B
254013;ENSG00000139160;ETFBKMT;electron transfer flavoprotein subunit beta lysine methyltransferase
196394;ENSG00000151743;AMN1;antagonist of mitotic exit network 1 homolog
440093;ENSG00000188375;H3-5;H3.5 histone
55196;ENSG00000174718;RESF1;retroelement silencing factor 1
636;ENSG00000151746;BICD1;BICD cargo adaptor 1
121512;ENSG00000139132;FGD4;FYVE, RhoGEF and PH domain containing 4
10059;ENSG00000087470;DNM1L;dynamin 1 like
51067;ENSG00000139131;YARS2;tyrosyl-tRNA synthetase 2
5318;ENSG00000057294;PKP2;plakophilin 2
341359;ENSG00000110975;SYT10;synaptotagmin 10
84920;ENSG00000139133;ALG10;ALG10 alpha-1,2-glucosyltransferase
100130830;NA;NA;NA
144245;ENSG00000175548;ALG10B;ALG10 alpha-1,2-glucosyltransferase B
144402;ENSG00000139117;CPNE8;copine 8
55605;ENSG00000139116;KIF21A;kinesin family member 21A
225;ENSG00000173208;ABCD2;ATP binding cassette subfamily D member 2
283461;ENSG00000180116;C12orf40;chromosome 12 open reading frame 40
114134;ENSG00000151229;SLC2A13;solute carrier family 2 member 13
120892;ENSG00000188906;LRRK2;leucine rich repeat kinase 2
100506072;NA;NA;NA
283463;ENSG00000205592;MUC19;mucin 19, oligomeric
1272;ENSG00000018236;CNTN1;contactin 1
29951;ENSG00000165966;PDZRN4;PDZ domain containing ring finger 4
100506577;NA;NA;NA
283464;ENSG00000151233;GXYLT1;glucoside xylosyltransferase 1
10138;ENSG00000015153;YAF2;YY1 associated factor 2
85437;ENSG00000139168;ZCRB1;zinc finger CCHC-type and RNA binding motif containing 1
51535;ENSG00000134283;PPHLN1;periphilin 1
144165;ENSG00000139174;PRICKLE1;prickle planar cell polarity protein 1
100506684;NA;NA;NA
80070;ENSG00000173157;ADAMTS20;ADAM metallopeptidase with thrombospondin type 1 motif 20
83448;ENSG00000129317;PUS7L;pseudouridine synthase 7 like
51135;ENSG00000198001;IRAK4;interleukin 1 receptor associated kinase 4
5756;ENSG00000151239;TWF1;twinfilin actin binding protein 1
84216;ENSG00000139173;TMEM117;transmembrane protein 117
4753;ENSG00000184613;NELL2;neural EGFL like 2
440097;ENSG00000185610;DBX2;developing brain homeobox 2
83956;NA;RACGAP1P1;Rac GTPase activating protein 1 pseudogene 1
51054;ENSG00000134297;PLEKHA8P1;pleckstrin homology domain containing A8 pseudogene 1
196527;ENSG00000177119;ANO6;anoctamin 6
400027;NA;LINC00938;long intergenic non-protein coding RNA 938
196528;ENSG00000189079;ARID2;AT-rich interaction domain 2
9169;ENSG00000139218;SCAF11;SR-related CTD associated factor 11
81539;ENSG00000111371;SLC38A1;solute carrier family 38 member 1
54407;ENSG00000134294;SLC38A2;solute carrier family 38 member 2
100288798;NA;LOC100288798;uncharacterized LOC100288798
55089;ENSG00000139209;SLC38A4;solute carrier family 38 member 4
347902;ENSG00000139211;AMIGO2;adhesion molecule with Ig like domain 2
100233209;ENSG00000247774;PCED1B-AS1;PCED1B antisense RNA 1
91523;ENSG00000179715;PCED1B;PC-esterase domain containing 1B
79657;ENSG00000005175;RPAP3;RNA polymerase II associated protein 3
8909;ENSG00000111405;ENDOU;endonuclease, poly(U) specific
10411;ENSG00000079337;RAPGEF3;Rap guanine nucleotide exchange factor 3
55652;ENSG00000211584;SLC48A1;solute carrier family 48 member 1
51564;ENSG00000061273;HDAC7;histone deacetylase 7
7421;ENSG00000111424;VDR;vitamin D receptor
79022;ENSG00000134291;TMEM106C;transmembrane protein 106C
1280;ENSG00000139219;COL2A1;collagen type II alpha 1 chain
29843;ENSG00000079387;SENP1;SUMO specific peptidase 1
100505587;NA;NA;NA
5213;ENSG00000152556;PFKM;phosphofructokinase, muscle
140461;ENSG00000177981;ASB8;ankyrin repeat and SOCS box containing 8
387856;ENSG00000177875;CCDC184;coiled-coil domain containing 184
643162;NA;NA;NA
121275;ENSG00000172640;OR10AD1;olfactory receptor family 10 subfamily AD member 1
341567;ENSG00000187166;H1-7;H1.7 linker histone
121274;ENSG00000167528;ZNF641;zinc finger protein 641
100505923;NA;NA;NA
23519;ENSG00000139223;ANP32D;acidic nuclear phosphoprotein 32 family member D
121273;ENSG00000177627;C12orf54;chromosome 12 open reading frame 54
341568;ENSG00000284723;OR8S1;olfactory receptor family 8 subfamily S member 1
3906;ENSG00000167531;LALBA;lactalbumin alpha
54934;ENSG00000139620;KANSL2;KAT8 regulatory NSL complex subunit 2
677815;ENSG00000221491;SNORA2C;small nucleolar RNA, H/ACA box 2C
677793;ENSG00000206612;SNORA2A;small nucleolar RNA, H/ACA box 2A
677794;ENSG00000207313;SNORA2B;small nucleolar RNA, H/ACA box 2B
144438;NA;NA;NA
904;ENSG00000129315;CCNT1;cyclin T1
255411;ENSG00000257987;TEX49;testis expressed 49
112;ENSG00000174233;ADCY6;adenylate cyclase 6
100506125;ENSG00000257660;ADCY6-DT;ADCY6 divergent transcript
784;ENSG00000167535;CACNB3;calcium voltage-gated channel auxiliary subunit beta 3
9416;ENSG00000174243;DDX23;DEAD-box helicase 23
27289;ENSG00000172602;RND1;Rho family GTPase 1
85478;ENSG00000139537;CCDC65;coiled-coil domain containing 65
51303;ENSG00000134285;FKBP11;FKBP prolyl isomerase 11
377;ENSG00000134287;ARF3;ADP ribosylation factor 3
7480;ENSG00000169884;WNT10B;Wnt family member 10B
7471;ENSG00000125084;WNT1;Wnt family member 1
23109;ENSG00000181418;DDN;dendrin
5571;ENSG00000181929;PRKAG1;protein kinase AMP-activated non-catalytic subunit gamma 1
8085;ENSG00000167548;KMT2D;lysine methyltransferase 2D
121268;ENSG00000167550;RHEBL1;RHEB like 1
50846;ENSG00000139549;DHH;desert hedgehog signaling molecule
55716;ENSG00000139636;LMBR1L;limb development membrane protein 1 like
100288366;NA;NA;NA
10376;ENSG00000123416;TUBA1B;tubulin alpha 1b
100289104;NA;NA;NA
7846;ENSG00000167552;TUBA1A;tubulin alpha 1a
100293962;NA;NA;NA
84790;ENSG00000167553;TUBA1C;tubulin alpha 1c
5630;ENSG00000135406;PRPH;peripherin
10024;ENSG00000135451;TROAP;trophinin associated protein
338761;ENSG00000186897;C1QL4;complement C1q like 4
79962;ENSG00000178401;DNAJC22;DnaJ heat shock protein family (Hsp40) member C22
65244;ENSG00000123352;SPATS2;spermatogenesis associated serine rich 2
100335030;NA;LOC100335030;FGFR1 oncogene partner 2 pseudogene
23416;ENSG00000135519;KCNH3;potassium voltage-gated channel subfamily H member 3
10445;ENSG00000187778;MCRS1;microspherule protein 1
84070;ENSG00000135436;FAM186B;family with sequence similarity 186 member B
25766;ENSG00000110844;PRPF40B;pre-mRNA processing factor 40 homolog B
91010;ENSG00000161791;FMNL3;formin like 3
7009;ENSG00000139644;TMBIM6;transmembrane BAX inhibitor motif containing 6
57701;ENSG00000167566;NCKAP5L;NCK associated protein 5 like
